"FullName","LastWriteTime","Length"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_157dcd23-7917-426b-831c-9d793433ecd4\Data\09d49a23-d5d0-45dd-bf21-20cd3ef9ae46.6.db\6.CryptKey.bin","14/05/2026 10:49:19","168"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_157dcd23-7917-426b-831c-9d793433ecd4\Data\msmdsrv.log","14/05/2026 10:49:10","14288"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_157dcd23-7917-426b-831c-9d793433ecd4\Data\msmdsrv.port.txt","14/05/2026 10:49:10","10"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_157dcd23-7917-426b-831c-9d793433ecd4\Data\FlightRecorderCurrent.trc","14/05/2026 10:49:09","1227"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_157dcd23-7917-426b-831c-9d793433ecd4\Data\ExcelMDX.0.asm.xml","14/05/2026 10:49:09","3828"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_157dcd23-7917-426b-831c-9d793433ecd4\Data\VBAMDX.0.asm.xml","14/05/2026 10:49:09","4029"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_157dcd23-7917-426b-831c-9d793433ecd4\Data\VBAMDXINTERNAL.0.asm.xml","14/05/2026 10:49:09","3832"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_157dcd23-7917-426b-831c-9d793433ecd4\Data\EXCELXLINTERNAL.0.asm.xml","14/05/2026 10:49:09","3842"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_157dcd23-7917-426b-831c-9d793433ecd4\Data\System.0.asm.xml","14/05/2026 10:49:09","4019"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_157dcd23-7917-426b-831c-9d793433ecd4\Data\ActAsUsers.0.role.xml","14/05/2026 10:49:09","3506"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_157dcd23-7917-426b-831c-9d793433ecd4\Data\Administrators.0.role.xml","14/05/2026 10:49:09","3506"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_157dcd23-7917-426b-831c-9d793433ecd4\Data\msmdsrv.ini","14/05/2026 10:49:09","41600"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_157dcd23-7917-426b-831c-9d793433ecd4\Data\msmdsrv.bak","14/05/2026 10:49:09","41600"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_157dcd23-7917-426b-831c-9d793433ecd4\Data\CryptKeyGen2.bin","14/05/2026 10:49:09","420"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_157dcd23-7917-426b-831c-9d793433ecd4\Data\CryptKey.bin","14/05/2026 10:49:09","144"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_157dcd23-7917-426b-831c-9d793433ecd4\pbiworkspace.lock","14/05/2026 10:49:08","0"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AutoRecovery\51a3463a91434e5d9dd70b1534e66121.lock","14/05/2026 10:49:08","0"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\Traces\Performance\PBIDesktop.36604.2026-05-14T13-49-06-993441.log","14/05/2026 10:49:06","0"
"C:\Users\Donizete Senne\Downloads\Analítico RG 2.0 MCP 2.pbix","14/05/2026 10:48:57","987109"
"C:\Users\Donizete Senne\.gemini\oauth_creds.json","14/05/2026 10:48:30","1566"
"C:\Users\Donizete Senne\Desktop\workspace-kiro\mcp-central\Resolver-AppsScriptRun.ps1","14/05/2026 10:43:09","10656"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\knowledge_storage\knowledge_v1.db-wal","14/05/2026 10:42:16","2323712"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--a443777c\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","14/05/2026 10:42:13","42"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\sessions.db-wal","14/05/2026 10:42:13","4235392"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\sessions.db","14/05/2026 10:42:13","38375424"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\62f5b33f-61af-4859-a80b-828c826dd36f\workspace\tools\ephemeral_react\ephemeral_react_001.txt","14/05/2026 10:41:41","25"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-visual-designer-agent--40185d0d\workspace\tools\recall_memories\recall_memories_001.txt","14/05/2026 10:41:15","1507"
"C:\Users\Donizete Senne\.gemini\history\workspace-kiro\.gitignore","14/05/2026 10:38:17","0"
"C:\Users\Donizete Senne\.gemini\history\workspace-kiro\.gitconfig_system_empty","14/05/2026 10:38:17","0"
"C:\Users\Donizete Senne\.gemini\history\workspace-kiro\.gitconfig","14/05/2026 10:38:17","86"
"C:\Users\Donizete Senne\.gemini\tmp\workspace-kiro\chats\session-2026-05-14T13-38-a2a-serv.jsonl","14/05/2026 10:38:15","202"
"C:\Users\Donizete Senne\.aws\sso\cache\kiro-auth-token.json","14/05/2026 10:38:07","688"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\62f5b33f-61af-4859-a80b-828c826dd36f\workspace\tools\open_in_session_tab\open_in_session_tab_005.txt","14/05/2026 10:37:48","146"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\62f5b33f-61af-4859-a80b-828c826dd36f\workspace\tools\run_python\run_python_output_018.txt","14/05/2026 10:37:41","532"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\62f5b33f-61af-4859-a80b-828c826dd36f\workspace\tools\run_python\run_python_input_018.py","14/05/2026 10:37:41","540"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\62f5b33f-61af-4859-a80b-828c826dd36f\workspace\artifacts\Sprint_IC_FINAL.js","14/05/2026 10:37:35","57462"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\62f5b33f-61af-4859-a80b-828c826dd36f\workspace\tools\file_edit\file_edit_002.json","14/05/2026 10:37:18","566"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-powerbi-expert-agent--683788d5\workspace\tools\recall_memories\recall_memories_001.txt","14/05/2026 10:37:15","2414"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\5477946f-6ad4-44d8-aa08-0b993344a87e\workspace\tools\browser_navigate\browser_navigate_001.json","14/05/2026 10:37:09","195"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\62f5b33f-61af-4859-a80b-828c826dd36f\workspace\tools\run_python\run_python_output_017.txt","14/05/2026 10:36:22","1296"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\62f5b33f-61af-4859-a80b-828c826dd36f\workspace\tools\run_python\run_python_input_017.py","14/05/2026 10:36:22","3320"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-system-orchestrator-agent--2fb642cd\workspace\tools\recall_memories\recall_memories_001.txt","14/05/2026 10:36:20","2830"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-automation-architect-agent--61a7e545\workspace\tools\recall_memories\recall_memories_001.txt","14/05/2026 10:36:17","2848"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\62f5b33f-61af-4859-a80b-828c826dd36f\workspace\tools\google_sheets__BatchGetValues\google_sheets__BatchGetValues_005.json","14/05/2026 10:36:00","2649"
"C:\Users\Donizete Senne\.aws\amazonq\history\chat-history-336d2a437385cf4d5cedb73aee021a7e.json","14/05/2026 10:35:56","288014"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\62f5b33f-61af-4859-a80b-828c826dd36f\workspace\tools\universal_control_mcp__apps_script_get_project_content\universal_control_mcp__apps_script_get_project_content_005.json","14/05/2026 10:35:56","63294"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\5477946f-6ad4-44d8-aa08-0b993344a87e\workspace\tools\save_to_memory\save_to_memory_001.txt","14/05/2026 10:35:29","571"
"C:\Users\Donizete Senne\.aws\amazonq\lspLog.log","14/05/2026 10:35:04","1579342"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\Network\TransportSecurity","14/05/2026 10:34:07","1692"
"C:\Users\Donizete Senne\.aws\amazonq\universal-control\credentials\google-oauth-token.json","14/05/2026 10:32:23","940"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--d4dc1f8d\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","14/05/2026 10:27:12","42"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-visual-designer-agent--8380a803\workspace\tools\recall_memories\recall_memories_001.txt","14/05/2026 10:26:16","1507"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\shared_proto_db\000003.log","14/05/2026 10:26:02","16029"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\SharedStorage-wal","14/05/2026 10:26:02","0"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\BrowserMetrics-spare.pma","14/05/2026 10:25:32","1310720"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\Local Storage\leveldb\000004.log","14/05/2026 10:25:02","8001"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\BrowserMetrics\BrowserMetrics-6A05CCF1-AFC4.pma","14/05/2026 10:25:02","1310720"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\FlightRecorderCurrent.trc","14/05/2026 10:24:48","10213493"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\LuciaCache\Index\3A6CC8DBEDC0CC35.idx","14/05/2026 10:24:47","90"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\LuciaCache\3d3bf513-407d-4806-9ca3-31cf38259afa.dat","14/05/2026 10:24:47","11208"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\LuciaCache\Index\32123BD01AD5CFFE.idx","14/05/2026 10:24:47","90"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\LuciaCache\406e653f-ffe6-4f88-908d-738f6dbae1e7.dat","14/05/2026 10:24:47","33368"
"C:\Users\Donizete Senne\Desktop\Mockup Dash Implantação.pbix","14/05/2026 10:24:47","3471286"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\TempSaves\Mockup Dash Implantaçãof362bf3d-1e77-4777-80b0-8ee789a7d3a6.pbix","14/05/2026 10:24:47","3471286"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\LuciaIndex\Index-7f95c4cc-2798-4f57-9b9a-55897d6eaeef\_0.si","14/05/2026 10:24:34","249"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\LuciaIndex\Index-7f95c4cc-2798-4f57-9b9a-55897d6eaeef\_0.cfs","14/05/2026 10:24:34","42091"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\LuciaIndex\Index-7f95c4cc-2798-4f57-9b9a-55897d6eaeef\_0.cfe","14/05/2026 10:24:34","316"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\LuciaIndex\Index-7f95c4cc-2798-4f57-9b9a-55897d6eaeef\segments_1","14/05/2026 10:24:34","89"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\LuciaIndex\Index-7f95c4cc-2798-4f57-9b9a-55897d6eaeef\segments.gen","14/05/2026 10:24:34","36"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\Top Sites-journal","14/05/2026 10:24:23","0"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\Top Sites","14/05/2026 10:24:23","20480"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\eb6572e3-1139-4ce1-bab2-977ab1931731.1.db\metadata.sqlitedb","14/05/2026 10:24:19","4665344"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\master.vmp","14/05/2026 10:24:15","4619"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\eb6572e3-1139-4ce1-bab2-977ab1931731.2.db.xml","14/05/2026 10:24:13","4239"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\eb6572e3-1139-4ce1-bab2-977ab1931731.1.db\1.CryptKey.bin","14/05/2026 10:24:12","168"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\Network\Sdch Dictionaries","14/05/2026 10:24:12","40"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\Secure Preferences","14/05/2026 10:24:12","9598"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\BrowsingTopicsState","14/05/2026 10:24:11","649"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\Feature Engagement Tracker\EventDB\LOG","14/05/2026 10:24:08","0"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\Feature Engagement Tracker\AvailabilityDB\LOG","14/05/2026 10:24:08","0"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\BudgetDatabase\LOG","14/05/2026 10:24:08","0"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\AutofillStrikeDatabase\LOG","14/05/2026 10:24:08","0"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\AutofillAiModelCache\LOG","14/05/2026 10:24:08","0"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\optimization_guide_hint_cache_store\LOG","14/05/2026 10:24:08","0"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\BookmarkMergedSurfaceOrdering","14/05/2026 10:24:08","6"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\favorites_diagnostic.log","14/05/2026 10:24:08","5022"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\CrashpadMetrics-active.pma","14/05/2026 10:24:08","16384"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\Cache\Cache_Data\data_3","14/05/2026 10:24:05","4202496"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\Cache\No_Vary_Search\journal.baj","14/05/2026 10:24:05","4"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\IndexedDB\https_ms-pbi.pbi.microsoft.com_0.indexeddb.leveldb\000015.log","14/05/2026 10:24:04","338"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\IndexedDB\https_ms-pbi.pbi.microsoft.com_0.indexeddb.leveldb\LOG","14/05/2026 10:24:04","465"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\msmdsrv.log","14/05/2026 10:24:03","14288"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\msmdsrv.port.txt","14/05/2026 10:24:03","10"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\ExcelMDX.0.asm.xml","14/05/2026 10:24:03","3828"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\VBAMDX.0.asm.xml","14/05/2026 10:24:03","4021"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\VBAMDXINTERNAL.0.asm.xml","14/05/2026 10:24:03","3840"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\EXCELXLINTERNAL.0.asm.xml","14/05/2026 10:24:03","3834"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\System.0.asm.xml","14/05/2026 10:24:03","4027"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\ActAsUsers.0.role.xml","14/05/2026 10:24:03","3498"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\Administrators.0.role.xml","14/05/2026 10:24:03","3514"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\msmdsrv.bak","14/05/2026 10:24:03","41600"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\msmdsrv.ini","14/05/2026 10:24:03","41600"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\CryptKeyGen2.bin","14/05/2026 10:24:03","420"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\Data\CryptKey.bin","14/05/2026 10:24:03","144"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\Session Storage\LOG","14/05/2026 10:24:03","375"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\Network\SCT Auditing Pending Reports","14/05/2026 10:24:02","2"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AnalysisServicesWorkspaces\AnalysisServicesWorkspace_fb6a40f2-9be8-46f6-ae73-6c9c72ed4d93\pbiworkspace.lock","14/05/2026 10:24:02","0"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\AutoRecovery\8ba20d4c15a5439f99e89205f22981a3.lock","14/05/2026 10:24:02","0"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\Local Storage\leveldb\LOG","14/05/2026 10:24:02","386"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\Extension State\LOG","14/05/2026 10:24:02","374"
"C:\Users\Donizete Senne\Microsoft\Power BI Desktop Store App\WebView2\EBWebView\Default\GPUCache\data_0","14/05/2026 10:24:02","45056"
